mangled,demangled,tag,functor,scalar_type,source_file,num_instructions_sm75,max_gpr_sm75,min_gpr_sm75,max_pred_sm75,min_pred_sm75,max_ugpr_sm75,min_ugpr_sm75,num_instructions_sm80,max_gpr_sm80,min_gpr_sm80,max_pred_sm80,min_pred_sm80,max_ugpr_sm80,min_ugpr_sm80,num_instructions_sm86,max_gpr_sm86,min_gpr_sm86,max_pred_sm86,min_pred_sm86,max_ugpr_sm86,min_ugpr_sm86,num_instructions_sm90,max_gpr_sm90,min_gpr_sm90,max_pred_sm90,min_pred_sm90,max_ugpr_sm90,min_ugpr_sm90,num_instructions_sm100,max_gpr_sm100,min_gpr_sm100,max_pred_sm100,min_pred_sm100,max_ugpr_sm100,min_ugpr_sm100,num_instructions_sm103,max_gpr_sm103,min_gpr_sm103,max_pred_sm103,min_pred_sm103,max_ugpr_sm103,min_ugpr_sm103,num_instructions_sm120,max_gpr_sm120,min_gpr_sm120,max_pred_sm120,min_pred_sm120,max_ugpr_sm120,min_ugpr_sm120,is_simple_sm75,is_simple_sm80,is_simple_sm86,is_simple_sm90,is_simple_sm100,is_simple_sm103,is_simple_sm120
_ZN2at6native17simple_gpu_kernelILi48EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE_clEvEUlddE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<48, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul>)",48,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}",double,ActivationGeluKernel.cu,298,60,32,1,0,0,0,296,60,32,1,0,2,0,296,60,32,1,0,2,0,473,75,40,1,0,4,0,471,76,40,1,0,6,0,1214,76,40,1,0,6,0,1116,76,40,1,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi35EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE2_clEvEUlN3c108BFloat16EE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",35,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}",c10::BFloat16,ActivationGeluKernel.cu,135,54,28,4,0,0,0,112,38,20,1,0,2,0,112,38,20,1,0,2,0,114,40,22,1,0,2,0,114,40,22,1,0,2,0,114,40,22,1,0,2,0,114,40,22,1,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi35EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE1_clEvEUlN3c104HalfEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)",35,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}",c10::Half,ActivationGeluKernel.cu,115,56,30,4,0,0,0,112,37,20,1,0,2,0,112,40,22,1,0,2,0,112,40,22,1,0,2,0,112,40,22,1,0,2,0,112,40,22,1,0,2,0,112,40,22,1,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi35EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",35,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}",float,ActivationGeluKernel.cu,105,52,27,4,0,0,0,106,40,22,2,0,2,0,106,41,22,2,0,2,0,106,41,22,2,0,2,0,106,41,22,2,0,2,0,106,41,22,2,0,2,0,106,41,22,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi35EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE_clEvEUldE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",35,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}",double,ActivationGeluKernel.cu,230,58,32,2,0,0,0,233,58,32,2,0,2,0,241,70,36,2,0,2,0,362,130,67,2,0,58,5,352,113,58,2,0,55,5,1120,111,58,1,0,55,15,1039,73,38,1,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi24EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE2_clEvEUlN3c108BFloat16EE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<24, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",24,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}",c10::BFloat16,ActivationGeluKernel.cu,122,48,26,7,0,0,0,99,24,10,2,0,2,0,99,34,19,2,0,2,0,101,31,18,2,0,2,0,101,31,18,2,0,2,0,101,31,18,2,0,2,0,101,35,20,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi24EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE1_clEvEUlN3c104HalfEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<24, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)",24,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}",c10::Half,ActivationGeluKernel.cu,102,44,23,4,0,0,0,99,23,10,2,0,2,0,99,35,20,2,0,2,0,99,22,10,2,0,2,0,99,22,10,2,0,2,0,99,22,10,2,0,2,0,99,35,20,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi24EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<24, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",24,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}",float,ActivationGeluKernel.cu,92,48,26,7,0,0,0,93,31,18,2,0,2,0,93,34,20,2,0,2,0,93,32,18,2,0,2,0,93,32,18,2,0,2,0,93,32,18,2,0,2,0,93,35,20,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi24EZZZNS0_18GeluCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE_clEvEUldE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<24, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",24,"at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}",double,ActivationGeluKernel.cu,272,45,26,1,0,0,0,270,40,22,1,0,2,0,270,40,22,1,0,2,0,441,56,30,1,0,4,0,437,56,30,1,0,4,0,1079,56,30,1,0,4,0,988,56,30,1,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi45EZZZNS0_14glu_jvp_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlN3c108BFloat16ES7_S7_S7_E_St5arrayIPcLm5EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16, c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 5ul> >(at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16, c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 5ul>)",45,"at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16, c10::BFloat16, c10::BFloat16)#1}",c10::BFloat16,ActivationGluKernel.cu,186,60,32,3,0,2,0,157,66,34,3,0,32,0,157,66,34,3,0,32,0,172,68,36,3,0,32,0,172,68,36,3,0,32,0,172,68,36,3,0,32,0,172,68,36,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi45EZZZNS0_14glu_jvp_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE1_clEvEUlN3c104HalfES7_S7_S7_E_St5arrayIPcLm5EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half, c10::Half, c10::Half)#1}, std::array<char*, 5ul> >(at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half, c10::Half, c10::Half)#1}, std::array<char*, 5ul>)",45,"at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half, c10::Half, c10::Half)#1}",c10::Half,ActivationGluKernel.cu,164,60,32,3,0,2,0,157,66,34,3,0,32,0,157,66,34,3,0,32,0,164,68,36,3,0,32,0,164,68,36,3,0,32,0,164,68,36,3,0,32,0,164,68,36,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi45EZZZNS0_14glu_jvp_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE0_clEvEUlffffE_St5arrayIPcLm5EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float, float, float)#1}, std::array<char*, 5ul> >(at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float, float, float)#1}, std::array<char*, 5ul>)",45,"at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float, float, float)#1}",float,ActivationGluKernel.cu,183,73,1,3,0,2,0,180,74,1,3,0,32,0,180,74,1,3,0,32,0,187,76,1,3,0,32,0,187,75,1,3,0,32,0,243,75,1,3,0,32,0,243,75,1,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi45EZZZNS0_14glu_jvp_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE_clEvEUlddddE_St5arrayIPcLm5EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double, double, double)#1}, std::array<char*, 5ul> >(at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double, double, double)#1}, std::array<char*, 5ul>)",45,"at::native::glu_jvp_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double, double, double)#1}",double,ActivationGluKernel.cu,284,103,54,3,0,2,0,276,103,54,3,0,32,0,276,103,54,3,0,32,0,383,107,55,3,0,32,0,380,107,55,3,0,32,0,753,107,55,3,0,32,0,709,107,55,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi28EZZZNS0_10glu_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlN3c108BFloat16ES7_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<28, at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul> >(at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul>)",28,"at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}",c10::BFloat16,ActivationGluKernel.cu,167,50,26,3,0,2,0,140,52,28,3,0,32,0,140,52,28,3,0,32,0,144,58,30,3,0,32,0,144,58,30,3,0,32,0,144,58,30,3,0,32,0,147,58,30,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi28EZZZNS0_10glu_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE1_clEvEUlN3c104HalfES7_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<28, at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul> >(at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul>)",28,"at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}",c10::Half,ActivationGluKernel.cu,146,52,28,3,0,2,0,140,52,28,3,0,32,0,140,52,28,3,0,32,0,140,58,30,3,0,32,0,140,58,30,3,0,32,0,140,58,30,3,0,32,0,143,58,30,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi28EZZZNS0_10glu_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE0_clEvEUlffE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<28, at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",28,"at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}",float,ActivationGluKernel.cu,132,57,30,3,0,2,0,130,57,30,3,0,32,0,130,57,30,3,0,32,0,133,59,31,3,0,32,0,133,65,34,3,0,32,0,133,65,34,3,0,32,0,133,65,34,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi28EZZZNS0_10glu_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE_clEvEUlddE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<28, at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul> >(at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul>)",28,"at::native::glu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}",double,ActivationGluKernel.cu,276,67,35,3,0,2,0,272,67,35,3,0,32,0,272,67,35,3,0,32,0,367,73,38,3,0,32,0,364,75,39,3,0,32,0,698,75,39,3,0,32,0,657,75,39,3,0,32,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi30EZZZNS0_67_GLOBAL__N__ea0f83c6_29_ActivationHardshrinkKernel_cu_a19d7b63_759017hardshrink_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlNS5_8BFloat16EE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<30, at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",30,"at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}",c10::BFloat16,ActivationHardshrinkKernel.cu,51,23,10,4,0,0,0,25,19,10,4,0,2,0,25,20,10,4,0,2,0,27,20,10,4,0,2,0,27,20,10,4,0,2,0,27,20,10,4,0,2,0,27,22,10,4,0,2,0,false,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi30EZZZNS0_67_GLOBAL__N__ea0f83c6_29_ActivationHardshrinkKernel_cu_a19d7b63_759017hardshrink_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE1_clEvEUlNS5_4HalfEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<30, at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)",30,"at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}",c10::Half,ActivationHardshrinkKernel.cu,23,21,10,4,0,0,0,24,20,10,4,0,2,0,24,21,10,4,0,2,0,24,20,10,4,0,2,0,24,20,10,4,0,2,0,24,20,10,4,0,2,0,24,21,10,4,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi30EZZZNS0_67_GLOBAL__N__ea0f83c6_29_ActivationHardshrinkKernel_cu_a19d7b63_759017hardshrink_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<30, at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",30,"at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}",float,ActivationHardshrinkKernel.cu,14,19,10,4,0,0,0,15,19,10,4,0,2,0,15,19,10,4,0,2,0,15,19,10,4,0,2,0,15,19,10,7,0,2,0,15,19,10,7,0,2,0,15,19,10,7,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi30EZZZNS0_67_GLOBAL__N__ea0f83c6_29_ActivationHardshrinkKernel_cu_a19d7b63_759017hardshrink_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE_clEvEUldE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<30, at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",30,"at::native::(anonymous namespace)::hardshrink_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}",double,ActivationHardshrinkKernel.cu,28,42,24,3,0,0,0,21,34,20,4,0,2,0,21,34,20,4,0,2,0,25,36,20,4,0,2,0,32,41,24,5,0,2,0,54,40,24,2,0,2,0,44,34,20,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi56EZZZNS0_68_GLOBAL__N__c86f724d_30_ActivationHardsigmoidKernel_cu_a19d7b63_759627hardsigmoid_backward_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlN3c108BFloat16ES8_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<56, at::native::(anonymous namespace)::hardsigmoid_backward_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::hardsigmoid_backward_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul>)",56,"at::native::(anonymous namespace)::hardsigmoid_backward_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}",c10::BFloat16,ActivationHardsigmoidKernel.cu,53,22,10,4,0,0,0,30,19,10,4,0,2,0,30,19,10,4,0,2,0,34,18,10,4,0,2,0,30,19,10,4,0,2,0,30,19,10,4,0,2,0,30,19,10,4,0,2,0,false,false,false,false,false,false,false
